X,Y,Z,N,E,Z2,Latitude,Longitude,Time,Speed,Course,Accuracy
-0.00546875,0.02939453125,0.00048828125,-0.00215701991673996,0.0292250977348885,-0.00595189735322492,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,195",0,0,1649
0.0189453125,9.76562499999944E-05,0.01318359375,0.0185048410223317,0.000942100376414596,0.0137631709701964,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,231",0,0,1649
-0.019140625,0.00693359374999999,-0.01904296875,-0.0177672300704216,0.00465535669209202,-0.0209696475460078,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,234",0,0,1649
-0.05625,-0.02333984375,0.00634765625,-0.0586475272755706,-0.0154619262044434,0.00839643684303155,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,236",0,0,1649
-0.05234375,-0.01748046875,0.05029296875,-0.0552004786166435,-0.000782974807953002,0.0502703883728827,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,238",0,0,1649
-0.0376953125,-0.02626953125,0.02587890625,-0.0410191283121094,-0.0161137843009783,0.0289572081528604,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,312",0,0,1649
-0.0318359375,-0.01259765625,0.02978515625,-0.0336068388303829,-0.00277825091470732,0.0303684862781665,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,408",0,0,1649
-0.009375,-0.03701171875,-0.00048828125,-0.0133558318599171,-0.0352714351436589,0.00596187055925839,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,508",0,0,1649
-0.0083984375,-0.04580078125,-0.01904296875,-0.0131145257381831,-0.0473214488025406,-0.0109348019886966,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,61",0,0,1649
0.0091796875,-0.01845703125,-0.01220703125,0.00718689285740766,-0.0211073548853165,-0.00876176371148176,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,71",0,0,1649
-0.0025390625,-0.06728515625,-0.00439453125,-0.00920098384785888,-0.0664746383030433,0.00703674447327103,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,813",0,0,1649
0.016015625,-0.04677734375,-0.00634765625,0.0110255821131432,-0.0485865871669375,0.00164116332973663,51.2324506044388,22.4997388198972,"2017-02-25 14:23:26,91",0,0,1649
0.0189453125,-0.03212890625,-0.01220703125,0.0154794154794217,-0.0354560004459927,-0.0065926489383628,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,011",0,0,1649
0.0130859375,-0.01748046875,-0.03759765625,0.0104706849877402,-0.0248809738419368,-0.0340836370437501,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,11",0,0,1649
0.0169921875,-0.03994140625,-0.01123046875,0.0126628715994229,-0.042797680934018,-0.0042642968554901,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,212",0,0,1649
0.0404296875,-0.06533203125,0.02099609375,0.0341733527084216,-0.0643874504356063,0.0320953048538286,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,312",0,0,1649
0.01015625,-0.03701171875,0.02099609375,0.00713860461582954,-0.0335822656023083,0.0271131800320291,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,41",0,0,1649
-0.03671875,-0.00283203125000001,0.00048828125,-0.0367924736538043,0.000863110934733408,0.00144723964622244,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,51",0,0,1649
0.016015625,-0.03603515625,-0.00830078125,0.0122878036507245,-0.0383352116143215,-0.00183229665562976,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,612",0,0,1649
-0.007421875,-0.00673828125000001,0.01123046875,-0.00781635731163988,-0.00392061898164684,0.0122533832212866,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,712",0,0,1649
0.0072265625,-0.00673828125000001,0.00927734375,0.00664734046567901,-0.00565405943489168,0.0103702090871138,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,811",0,0,1649
-0.040625,-0.04287109375,0.03466796875,-0.0442473365174919,-0.0312412689032499,0.041908780792437,51.2324506044388,22.4997388198972,"2017-02-25 14:23:27,921",0,0,1649
0.019921875,0.06650390625,0.02099609375,0.0269129531897306,0.0668651829226292,0.00807632256946818,51.2324506044388,22.4997388198972,"2017-02-25 14:23:28,052",0,0,1649
0.016015625,0.10361328125,0.00537109375,0.0267484334199253,0.0992391909880098,-0.0213814581915813,51.2225592043251,22.4928767234087,"2017-02-25 14:23:28,11",9.75,354.7,44
-0.0015625,0.07724609375,0.04345703125,0.00808381329516123,0.0863483001186978,0.018344969174359,51.2225592043251,22.4928767234087,"2017-02-25 14:23:28,21",9.75,354.7,44
-0.0484375,0.06943359375,0.02978515625,-0.0402947561920882,0.0798526505124755,0.00736603936347819,51.2225592043251,22.4928767234087,"2017-02-25 14:23:28,31",9.75,354.7,44
-0.0318359375,0.00302734374999999,0.14404296875,-0.0261107795948192,0.0492924891892471,0.136599950239088,51.2225592043251,22.4928767234087,"2017-02-25 14:23:28,411",9.75,354.7,44
-0.0044921875,0.08701171875,0.01611328125,0.00416246589738876,0.087894276973384,-0.0103983692939437,51.2225592043251,22.4928767234087,"2017-02-25 14:23:28,512",9.75,354.7,44
0.05703125,-0.11416015625,-0.14013671875,0.0414220896414918,-0.156754471335444,-0.0981613578278939,51.2225592043251,22.4928767234087,"2017-02-25 14:23:28,609",9.75,354.7,44
0.0111328125,0.03720703125,0.16162109375,0.019915512760781,0.0741065358466585,0.147449240135938,51.2225592043251,22.4928767234087,"2017-02-25 14:23:28,709",9.75,354.7,44
