X,Y,Z,N,E,Z2,Latitude,Longitude,Time,Speed,Course,Accuracy
0.00811,-0.00098,-1.00605,0.01655,-0.33899,-0.94711,51.241244059056,22.5190269201994,"2015-03-31 12:31:47,17",0,0,0
0.01396,-0.00488,-1.0041,0.0215,-0.34186,-0.94399,51.241244059056,22.5190269201994,"2015-03-31 12:31:47,27",0,0,0
0.01494,-0.00781,-0.98945,0.02119,-0.33928,-0.92938,51.241244059056,22.5190269201994,"2015-03-31 12:31:47,37",0,0,0
0.01006,-0.00684,-0.98945,0.01563,-0.33745,-0.93008,51.241244059056,22.5190269201994,"2015-03-31 12:31:47,466",0,0,0
0.00713,-0.01074,-0.98555,0.01182,-0.33918,-0.92536,51.241244059056,22.5190269201994,"2015-03-31 12:31:47,567",0,0,0
-0.00068,-0.01074,-0.99238,0.00369,-0.34051,-0.93219,51.241244059056,22.5190269201994,"2015-03-31 12:31:47,665",0,0,0
-0.00361,-0.00879,-0.99336,0.00073,-0.3384,-0.93399,51.241244059056,22.5190269201994,"2015-03-31 12:31:47,766",0,0,0
0.01201,-0.01074,-0.99043,0.01574,-0.33996,-0.93026,51.241244059056,22.5190269201994,"2015-03-31 12:31:47,866",0,0,0
0.0208,0.00391,-0.99824,0.02493,-0.329,-0.94238,51.241244059056,22.5190269201994,"2015-03-31 12:31:47,967",0,0,0
0.01982,-0.00586,-0.99531,0.02275,-0.337,-0.93648,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,065",0,0,0
0.00811,-0.00293,-0.99434,0.01066,-0.33253,-0.93706,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,165",0,0,0
-0.00361,0.00293,-0.99922,-0.00124,-0.32731,-0.9441,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,264",0,0,0
0.00615,-0.00391,-0.99922,0.00752,-0.33422,-0.94166,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,363",0,0,0
0.01201,0.00195,-1.00117,0.01329,-0.32954,-0.94537,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,464",0,0,0
0.01787,-0.00879,-0.99922,0.01724,-0.33943,-0.93985,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,565",0,0,0
0.00322,-0.01758,-0.99238,0.00094,-0.34386,-0.93108,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,665",0,0,0
-0.00068,-0.02441,-0.98848,-0.00471,-0.34825,-0.92541,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,767",0,0,0
0.00127,-0.02246,-0.9875,-0.00282,-0.34592,-0.9252,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,864",0,0,0
0.01689,-0.00977,-0.99141,0.01305,-0.33648,-0.93267,51.241244059056,22.5190269201994,"2015-03-31 12:31:48,965",0,0,0
0.01201,-0.00098,-1.00215,0.0082,-0.33084,-0.946,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,064",0,0,0
-0.00459,-0.00781,-1.00313,-0.00983,-0.33569,-0.94528,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,167",0,0,0
-0.00557,-0.00684,-1.00117,-0.01059,-0.3337,-0.94391,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,268",0,0,0
0.00713,-0.00488,-0.99922,0.002,-0.33216,-0.94243,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,364",0,0,0
0.01396,-0.0127,-0.99141,0.00725,-0.33754,-0.93234,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,463",0,0,0
0.00518,-0.01953,-0.97773,-0.0031,-0.33821,-0.91759,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,563",0,0,0
0.01396,-0.00586,-0.99434,0.00651,-0.33168,-0.93749,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,665",0,0,0
0.00322,-0.01465,-0.99434,-0.00611,-0.33868,-0.93498,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,77",0,0,0
-0.00361,-0.01758,-1.00215,-0.0146,-0.3428,-0.94175,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,869",0,0,0
0.00322,-0.01367,-0.99434,-0.00836,-0.33722,-0.93548,51.241244059056,22.5190269201994,"2015-03-31 12:31:49,968",0,0,0
0.01299,-0.00781,-0.99922,0.00148,-0.3344,-0.94172,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,069",0,0,0
0.0042,-0.00293,-1.00313,-0.00701,-0.32995,-0.9473,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,167",0,0,0
-0.00361,-0.01563,-0.99727,-0.01688,-0.33894,-0.93789,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,267",0,0,0
0.01299,-0.00195,-1.00117,0.00077,-0.32918,-0.9456,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,366",0,0,0
0.01006,-0.00684,-1.00801,-0.00372,-0.33553,-0.9506,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,464",0,0,0
0.0042,-0.0127,-0.99043,-0.01143,-0.33434,-0.93232,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,564",0,0,0
0.00322,-0.01367,-0.99434,-0.01339,-0.33637,-0.93572,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,663",0,0,0
0.01006,-0.00684,-0.99043,-0.00654,-0.32941,-0.9341,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,769",0,0,0
0.02178,0.00098,-0.99629,0.00533,-0.32563,-0.94181,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,869",0,0,0
-0.00752,-0.02344,-1.00801,-0.02842,-0.34805,-0.94591,51.241244059056,22.5190269201994,"2015-03-31 12:31:50,967",0,0,0
-0.00361,-0.02734,-1.01289,-0.02563,-0.35304,-0.94943,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,067",0,0,0
0.01201,-0.02734,-1.00898,-0.01055,-0.35267,-0.94576,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,167",0,0,0
0.01006,-0.02734,-0.99434,-0.01352,-0.34626,-0.93246,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,267",0,0,0
0.00322,-0.02832,-0.98555,-0.02062,-0.34196,-0.92453,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,366",0,0,0
0.00615,-0.02832,-0.99043,-0.01798,-0.34308,-0.92939,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,466",0,0,0
0.01299,-0.02051,-1.0041,-0.01071,-0.34029,-0.94493,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,567",0,0,0
0.00518,-0.02051,-1.0041,-0.01901,-0.33805,-0.94553,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,667",0,0,0
0.03154,-0.04395,-1.00996,0.00249,-0.36414,-0.94358,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,77",0,0,0
0.01885,-0.02539,-0.9709,-0.00696,-0.33058,-0.91341,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,87",0,0,0
0.00615,-0.07031,-1.00313,-0.02871,-0.37805,-0.93139,51.241244059056,22.5190269201994,"2015-03-31 12:31:51,971",0,0,0
0.01006,-0.08203,-1.0168,-0.02745,-0.39061,-0.94201,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,07",0,0,0
-0.00361,-0.09961,-1.00605,-0.04406,-0.39818,-0.92822,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,167",0,0,0
0.0374,-0.10742,-1.03926,-0.00569,-0.41899,-0.95782,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,267",0,0,0
-0.0085,-0.12012,-1.04219,-0.05264,-0.4205,-0.95972,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,364",0,0,0
-0.04561,-0.1416,-1.03438,-0.09194,-0.42737,-0.94919,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,462",0,0,0
-0.01045,-0.13477,-1.02363,-0.05407,-0.41901,-0.94213,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,562",0,0,0
-0.00459,-0.12109,-1.00117,-0.04457,-0.39572,-0.92652,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,662",0,0,0
-0.01826,-0.16113,-1.0373,-0.0661,-0.43633,-0.95265,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,766",0,0,0
0.03252,-0.18359,-1.05391,-0.02168,-0.46678,-0.96287,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,865",0,0,0
-0.05146,-0.15234,-1.0207,-0.09912,-0.4044,-0.94569,51.241244059056,22.5190269201994,"2015-03-31 12:31:52,965",0,0,0
-0.03584,-0.22754,-1.00508,-0.10158,-0.467,-0.91369,51.241244059056,22.5190269201994,"2015-03-31 12:31:53,063",0,0,0
0.01592,-0.19043,-1.02852,-0.04705,-0.44029,-0.94778,51.241244059056,22.5190269201994,"2015-03-31 12:31:53,162",0,0,0
0.00518,-0.16309,-1.00703,-0.05418,-0.3981,-0.93772,51.241244059056,22.5190269201994,"2015-03-31 12:31:53,262",0,0,0
-0.02998,-0.2041,-1.05879,-0.10076,-0.43276,-0.98293,51.241244059056,22.5190269201994,"2015-03-31 12:31:53,362",0,0,0
